topicID,lang,name,typeID,layer,description,version,url
CLI1,en,Comparative literature,1,2,"Literary discipline comparing texts across languages, cultures and periods",1,https://en.wikipedia.org/wiki/Civil_engineering
EAS0,en,Earth Science,0,2,includes all fields of natural science related to the planet Earth.,1,https://en.wikipedia.org/wiki/Dysgenics
EMB1,en,Embryology,1,2,Branch of biology studying prenatal biology,1,https://en.wikipedia.org/wiki/Electrochemistry
ENG1,en,Engineering,2,2,"Profession applying scientific principles to design, build and optimise systems, structures and devices",1,https://en.wikipedia.org/wiki/Energetics_(disambiguation)
ENI1,en,Enigmatology,1,2,Problem or enigma that tests – study of enigmas (puzzles).,1,https://en.wikipedia.org/wiki/Energetics_(disambiguation)
FST1,en,Fluid statics,1,2,Branch of fluid mechanics that studies fluids at rest – study of fluids behaviour at rest.,1,https://en.wikipedia.org/wiki/Fluid_mechanics
FOS1,en,Food science,1,2,"Study of the physical, chemical and biological properties of food and food processing",1,https://en.wikipedia.org/wiki/Fluid_mechanics
FOS2,en,Forensic science,1,2,Application of science to criminal and civil laws – the use of scientific methods or expertise to investigate crimes or examine evidence that might be presented in a court of law,1,https://en.wikipedia.org/wiki/Fluid_mechanics
GEN1,en,Genetics,1,2,"Science of genes, heredity, and variation in living organisms",1,https://en.wikipedia.org/wiki/Gemmology
GOM1,en,Geomatics,2,2,"Technology-driven discipline for acquiring, processing and visualising geospatial information",1,https://en.wikipedia.org/wiki/Gnotobiology
GOM2,en,Geometry,1,2,"Branch of mathematics – study the sizes, shapes, positions, angles and dimensions of things.",1,https://en.wikipedia.org/wiki/Gnotobiology
GLO1,en,Glossology,1,2,Scientific study of language – study of language; study of the tongue,1,https://en.wikipedia.org/wiki/Gerontology
GOO1,en,Googology,1,2,Numbers significantly larger than those used regularly – study of large numbers,1,https://en.wikipedia.org/wiki/Gnotobiology
HSR2,en,Historiography,1,2,Study of the methods used by historians,1,https://en.wikipedia.org/wiki/Hydrology
HSR3,en,Historiology,1,2,The study of history.,1,https://en.wikipedia.org/wiki/Hydrology
IDE1,en,Ideogeny,1,2,study of origins of ideas,1,https://en.wikipedia.org/wiki/Iconology
IDI1,en,Idiomology,1,2,"study of idiom, jargon or dialect",1,https://en.wikipedia.org/wiki/Iconology
INS0,en,Information science,0,2,Academic field concerned with collection and analysis of information,1,https://en.wikipedia.org/wiki/Immunology
ISE1,en,Information security,1,2,"Discipline protecting information assets against unauthorised access, disclosure or modification",1,https://en.wikipedia.org/wiki/Immunology
JAP1,en,Japanology,1,2,"Area studies focused on Japan – The study of Japan, its language, culture and history",1,https://en.wikipedia.org/wiki/Information_technology
KNM1,en,Kinematics,1,2,Branch of physics describing the motion of objects without considering forces – study of motion,1,https://en.wikipedia.org/wiki/Kalology
KNT1,en,Kinetics,1,2,Subfield of physics – study of forces producing or changing motion,1,https://en.wikipedia.org/wiki/Kalology
LUD1,en,Ludology,1,2,Study of games and the act of playing them,1,https://en.wikipedia.org/wiki/Limacology
MAS1,en,Materials science,1,2,"Interdisciplinary field exploring the properties, performance and applications of materials",1,https://en.wikipedia.org/wiki/Mammalogy
MEC1,en,Mechanics,1,2,Science concerned with physical bodies subjected to forces or displacements,1,https://en.wikipedia.org/wiki/Mammalogy
MED1,en,Medicine,1,2,"Diagnosis, treatment, and prevention of illness",1,https://en.wikipedia.org/wiki/Mammalogy
MER1,en,Mereology,1,2,Study of parts and the wholes they form – study of part-whole relationships,1,https://en.wikipedia.org/wiki/Mechanical_engineering
MPH1,en,Metaphysics,1,2,Study of fundamental reality – study of principles of nature and thought,1,https://en.wikipedia.org/wiki/Morphometrics
MPS1,en,Metapsychology,1,2,Psychological aspect – study of nature of the mind,1,https://en.wikipedia.org/wiki/Morphometrics
MBI1,en,Microbiology,1,2,Study of microscopic organisms (microbes),1,https://en.wikipedia.org/wiki/Mammalogy
MOR1,en,Morphology,1,2,study of forms and the development of structures,1,https://en.wikipedia.org/wiki/Molecular_biology
MSI1,en,Musicology,1,2,Scholarly study of music – study of music,1,https://en.wikipedia.org/wiki/Museology
NAV1,en,Navigation,1,2,Process of monitoring and controlling the movement of a craft or vehicle from one place to another – study of controlling a movement of a vehicle from one place to another,1,https://en.wikipedia.org/wiki/Nanotechnology
NEU1,en,Neutrosophy,1,2,study of the origin and nature of philosophical neutralities,1,https://en.wikipedia.org/wiki/Nematology
NOO1,en,Noology,1,2,Spanish philosopher (1898–1983) – science of the intellect,1,https://en.wikipedia.org/wiki/Nematology
ONO1,en,Onomastics,1,2,Study of proper names,1,https://en.wikipedia.org/wiki/Oncology
OPT1,en,Optics,1,2,Branch of physics that studies light,1,https://en.wikipedia.org/wiki/Ophthalmology
ORC1,en,Organic chemistry,1,2,"Chemistry branch focused on the structure, properties and reactions of carbon-based compounds",1,https://en.wikipedia.org/wiki/Optometry
PLG1,en,Palaeography,1,2,"Study of ancient and historical handwriting forms to date, read and contextualise manuscripts",1,https://en.wikipedia.org/wiki/Public_health
PDO1,en,Paradoxology,1,2,Logically self-contradictory statement – study of paradoxes,1,https://en.wikipedia.org/wiki/Pedagogy
PAR1,en,Paroemiology,1,2,study of proverbs,1,https://en.wikipedia.org/wiki/Palynology
PPY1,en,Particle physics,1,2,Study of subatomic particles and forces,1,https://en.wikipedia.org/wiki/Public_health
PAR2,en,Performing arts,6,2,"Creative disciplines (music, theatre, dance, etc.) presented live for an audience",1,https://en.wikipedia.org/wiki/Palynology
PHE1,en,Phenomenology,1,2,Philosophical method and schools of philosophy – study of phenomena,1,https://en.wikipedia.org/wiki/Pharology
PHI2,en,Philology,1,2,Study of language in historical sources,1,https://en.wikipedia.org/wiki/Public_health
POS1,en,Philosophy of science,1,2,"Critical inquiry into the foundations, methods and implications of scientific practice",1,https://en.wikipedia.org/wiki/Public_health
PNO1,en,Phonology,1,2,Study of sound organization in languages,1,https://en.wikipedia.org/wiki/Public_health
PHR1,en,Phraseology,1,2,Linguistic study of phrases,1,https://en.wikipedia.org/wiki/Public_health
PSE1,en,Pseudology,1,2,art or science of lying,1,https://en.wikipedia.org/wiki/Public_health
PUN1,en,Punnology,1,2,study of puns,1,https://en.wikipedia.org/wiki/Public_health
QUM1,en,Quantum mechanics,1,2,Description of physical properties at the atomic and subatomic scale – a fundamental theory in physics which describes nature at the smallest scales of energy levels of atoms and subatomic particles,1,https://en.wikipedia.org/wiki/Quantum_computing
RAD1,en,Radiochemistry,1,2,Chemistry of radioactive materials – study of ordinary chemical reactions under radioactive circumstances,1,https://en.wikipedia.org/wiki/Quantum_computing
SCH1,en,Schematonics,1,2,art of using gesture to express tones,1,https://en.wikipedia.org/wiki/Scatology
SMO1,en,Scientific modelling,1,2,Scientific activity that produces models – study of application of models to understand a particular problem,1,https://en.wikipedia.org/wiki/Sociolinguistics
SPR1,en,Scientific programming,1,2,Language for communicating instructions to a machine – study of programming,1,https://en.wikipedia.org/wiki/Speleology
SEM1,en,Semantics,1,2,Study of meaning in language,1,https://en.wikipedia.org/wiki/Sociolinguistics
SIG1,en,Significs,1,2,Linguistic and philosophical term – science of meaning,1,https://en.wikipedia.org/wiki/Sociolinguistics
SIN1,en,Sinology,1,2,Area studies focused on China,1,https://en.wikipedia.org/wiki/Sociolinguistics
SCL0,en,Sociology,0,2,Social science that studies human society and its development,1,https://en.wikipedia.org/wiki/Sciagraphy
SOS1,en,Soil Science,1,2,"Soil science, study of soils, especially agricultural soils.",1,https://en.wikipedia.org/wiki/Solid_mechanics
SPC1,en,Spectrology,1,2,Study involving matter and electromagnetic radiation,1,https://en.wikipedia.org/wiki/Solid_mechanics
SPC2,en,Spectroscopy,1,2,Study involving matter and electromagnetic radiation – study of spectra,1,https://en.wikipedia.org/wiki/Solid_mechanics
STA1,en,Statics,1,2,Branch of mechanics concerned with balance of forces in nonmoving systems,1,https://en.wikipedia.org/wiki/Stellar_astronomy
STA2,en,Statistics,1,2,"discipline that concerns the collection, organization, analysis, interpretation, and presentation of data.",1,https://en.wikipedia.org/wiki/Stellar_astronomy
STE1,en,Stereochemistry,1,2,Subdiscipline of chemistry – study of chemistry of the relative spatial arrangement of atoms that form the structure of molecules and their manipulation.,1,https://en.wikipedia.org/wiki/Stellar_astronomy
SYN1,en,Synectics,1,2,Thought process for making the strange familiar and the familiar strange – study of processes of invention,1,https://en.wikipedia.org/wiki/Symbology
SYN2,en,Syntax,1,2,System responsible for combining morphemes into complex structures – study of sentence structure,1,https://en.wikipedia.org/wiki/Symbology
TAX1,en,Taxonomy,1,2,"Science of naming, defining and classifying organisms",1,https://en.wikipedia.org/wiki/Symbology
TEC0,en,Technology,0,2,"application of conceptual knowledge to achieve practical goals, especially in a reproducible way.",1,https://en.wikipedia.org/wiki/Symbology
TEL1,en,Teleology,1,2,Thinking in terms of destiny or purpose – study of final causes; analysis in terms of purpose,1,https://en.wikipedia.org/wiki/Terrestrial_ecology
THE1,en,Theology,1,2,Study of the nature of deities and religious beliefs - study of religion,1,https://en.wikipedia.org/wiki/Teuthology
TCS1,en,Theoretical computer science,1,2,Subfield of computer science and mathematics,1,https://en.wikipedia.org/wiki/Symbology
TED1,en,Thermodynamics,1,2,"Physics of heat, work, and temperature",1,https://en.wikipedia.org/wiki/Terrestrial_ecology
TIM1,en,Timbrology,1,2,study of postage stamps,1,https://en.wikipedia.org/wiki/Teuthology
TPL1,en,Topology,1,2,Branch of mathematics – study of places and their natural features,1,https://en.wikipedia.org/wiki/Tonetics
TPN1,en,Toponymy,1,2,Study of place names,1,https://en.wikipedia.org/wiki/Tonetics
TYG1,en,Typography,1,2,Art of arranging type – art and technique of arranging type,1,https://en.wikipedia.org/wiki/Trichology
ZLO1,en,Zoology,1,2,Scientific study of animals,1,https://en.wikipedia.org/wiki/Webology
ACA2,en,Acanthochronology,1,3,Study of cactus spines and the chronology of their growth,1,
AEB1,en,Aerobiology,1,3,Study of airborne organisms,1,https://en.wikipedia.org/wiki/Actinobiology
AEL1,en,Aerolithology,1,3,Science of meteorites – study of aerolites; meteorites.,1,https://en.wikipedia.org/wiki/Aerodynamics
AEP1,en,Aeropalynology,1,3,study of pollens and spores in atmosphere.,1,https://en.wikipedia.org/wiki/Aerodynamics
AEE1,en,Aerospace Engineering,1,3,Branch of engineering,1,https://en.wikipedia.org/wiki/Aerodynamics
AGB1,en,Agrobiology,1,3,Interdisciplinary studies of the interactions between plants and soil,1,https://en.wikipedia.org/wiki/Aesthetics
AGG1,en,Agrogeology,1,3,Study of origins and applications of minerals important to farming,1,https://en.wikipedia.org/wiki/Aesthetics
AGN2,en,Agronomy,1,3,Science of producing and using plants,1,https://en.wikipedia.org/wiki/Agnoiology
AGS1,en,Agrostology,1,3,Scientific study of the grasses,1,https://en.wikipedia.org/wiki/Agonistics
ANA1,en,Anatomy,1,3,Study of the structure of organisms,1,https://en.wikipedia.org/wiki/Algebra
AND1,en,Andrology,1,3,Medical specialty – study of men's physiology.,1,https://en.wikipedia.org/wiki/Algebra
ANG1,en,Angiology,1,3,"Branch of internal medicine, which deals with vascular disease",1,https://en.wikipedia.org/wiki/Algebra
ARA1,en,Arachnology,1,3,"Scientific study of arachnides such as spiders, ticks and mites",1,https://en.wikipedia.org/wiki/Art_history
ARA2,en,Archaeology,1,3,Study of human activity based on materials left behind,1,https://en.wikipedia.org/wiki/Art_history
ARE1,en,Archelogy,1,3,study of first principles.,1,https://en.wikipedia.org/wiki/Art_history
ARI1,en,Architecture,1,3,Applied art and engineering discipline concerned with designing and constructing built environments,1,https://en.wikipedia.org/wiki/Art_history
ARS1,en,Archival science,1,3,"Science of storage, registration and preservation of historical data",1,https://en.wikipedia.org/wiki/Art_history
ARI2,en,Aristology,1,3,the art or science of cooking and dining – science or art of dining.,1,https://en.wikipedia.org/wiki/Art_history
ART2,en,Arthrology,1,3,Scientific study of joints and articulations,1,https://en.wikipedia.org/wiki/Art_history
ART3,en,Arthropodology,1,3,Study of arthropods,1,https://en.wikipedia.org/wiki/Art_history
AST1,en,Astacology,1,3,Scientific study of crayfish,1,https://en.wikipedia.org/wiki/Astronomy
AST2,en,Asteroseismology,1,3,Study of oscillations in stars,1,https://en.wikipedia.org/wiki/Astronomy
ASB1,en,Astrobiology,1,3,Science concerned with life in the universe,1,https://en.wikipedia.org/wiki/Art_history
ASD1,en,Astrodynamics,1,3,Field of classical mechanics concerned with the motion of spacecraft,1,https://en.wikipedia.org/wiki/Art_history
ASG1,en,Astrogeology,1,3,Geology of astronomical objects apparently in orbit around stellar objects,1,https://en.wikipedia.org/wiki/Art_history
ASP1,en,Astrophysics,1,3,Subfield of astronomy – study of behaviour of interstellar matter.,1,https://en.wikipedia.org/wiki/Astronomy
ATM1,en,Atmology,1,3,the science of aqueous vapor.,1,https://en.wikipedia.org/wiki/Astronomy
AUD1,en,Audiology,1,3,"Branch of science that studies hearing, balance, and related disorders",1,https://en.wikipedia.org/wiki/Aerology
AUX1,en,Auxology,1,3,Study of all aspects of human physical growth,1,https://en.wikipedia.org/wiki/Automata_theory
BAC1,en,Bacteriology,1,3,Subdiscipline of microbiology that studies bacteria,1,https://en.wikipedia.org/wiki/Automata_theory
BAT1,en,Batology,1,3,Study of brambles,1,https://en.wikipedia.org/wiki/Automata_theory
BEG1,en,Behavioural genetics,1,3,Study of genetic-environment interactions influencing behaviour,1,https://en.wikipedia.org/wiki/Automata_theory
BIB1,en,Bibliology,1,3,Organized listing of books and the systematic description of them as objects,1,https://en.wikipedia.org/wiki/Automata_theory
BIB2,en,Bibliotics,1,3,study of documents to determine authenticity.,1,https://en.wikipedia.org/wiki/Automata_theory
BOG1,en,Biogeochemistry,1,3,Study of chemical cycles of the earth that are either driven by or influence biological activity,1,https://en.wikipedia.org/wiki/Biochemistry
BOM1,en,Biometrics,1,3,Metrics related to human characteristics,1,https://en.wikipedia.org/wiki/Biochemistry
BRO1,en,Bromatology,1,3,Applied science devoted to the study of food – study of food.,1,https://en.wikipedia.org/wiki/Botany
CAC1,en,Cacogenics,1,3,Decrease in genetic traits deemed desirable and study thereof,1,https://en.wikipedia.org/wiki/Botany
CAL1,en,Calorifics,1,3,study of heat – relating to the production of heat,1,https://en.wikipedia.org/wiki/Botany
CRC1,en,Carcinology,1,3,Study of crustaceans,1,https://en.wikipedia.org/wiki/Coprology
CRI1,en,Caricology,1,3,Study of sedges,1,https://en.wikipedia.org/wiki/Coprology
CRP1,en,Carpology,1,3,Study of seeds and fruit,1,https://en.wikipedia.org/wiki/Criminology
CRT1,en,Cartography,1,3,Study and practice of making maps – science of making maps and globes.,1,https://en.wikipedia.org/wiki/Criminology
CAT1,en,Catacoustics,1,3,science of echoes or reflected sounds.,1,https://en.wikipedia.org/wiki/Botany
CEM1,en,Celestial mechanics,1,3,Branch of astronomy – study of motion of objects in outer space.,1,https://en.wikipedia.org/wiki/Botany
CEB1,en,Cell biology,1,3,Branch of biology that studies cells – study of the different structures and functions of both eukaryote and prokaryote cells.,1,https://en.wikipedia.org/wiki/Botany
CHA2,en,Characterology,1,3,The study of character – study of development of character.,1,https://en.wikipedia.org/wiki/Chaology
CHI1,en,Chirography,1,3,Study of penmanship and handwriting in all of its aspects – study of handwriting or penmanship.,1,https://en.wikipedia.org/wiki/Chaology
CHR1,en,Chromatics,1,3,Technique to quantify and describe physically the human color perception – study of color.,1,https://en.wikipedia.org/wiki/Colorimetry
CHR2,en,Chrysology,1,3,study of precious metals.,1,https://en.wikipedia.org/wiki/Colorimetry
CIE1,en,Civil engineering,1,3,"Engineering specialty that designs, builds and maintains infrastructure such as roads, bridges and water systems",1,https://en.wikipedia.org/wiki/Civil_engineering
CLI2,en,Climatology,1,3,"Scientific study of climate, defined as weather conditions averaged over a period of time – study of climate.",1,https://en.wikipedia.org/wiki/Climatology
COD1,en,Codicology,1,3,Study of codices or manuscript books,1,https://en.wikipedia.org/wiki/Codicology
COS2,en,Communication studies,1,3,"Social-science field examining human and mediated communication processes, messages and effects",1,https://en.wikipedia.org/wiki/Coprology
CON1,en,Coniology,1,3,Study of atmospheric dust and its effects,1,https://en.wikipedia.org/wiki/Codicology
COP1,en,Coprology,1,3,Study of faeces,1,https://en.wikipedia.org/wiki/Codicology
CSC1,en,Cosmochemistry,1,3,Study of the chemical composition of matter in the universe,1,https://en.wikipedia.org/wiki/Cryptography
CSL1,en,Cosmology,1,3,"Scientific study of the origin, evolution, and eventual fate of the universe",1,https://en.wikipedia.org/wiki/Cryptography
CRI2,en,Criminology,1,3,Study of crime and criminal actions/behavior,1,https://en.wikipedia.org/wiki/Criminology
CRY1,en,Cryobiology,1,3,Study of effects of extreme low temperatures on life,1,https://en.wikipedia.org/wiki/Criminology
CRY2,en,Cryptography,1,3,Practice and study of secure communication techniques,1,https://en.wikipedia.org/wiki/Cryobiology
CYN1,en,Cynology,1,3,Study of canines or domestic dogs,1,https://en.wikipedia.org/wiki/Cynology
CYT1,en,Cytology,1,3,"Study of cells in terms of structure, function and chemistry",1,https://en.wikipedia.org/wiki/Cytology
DAS1,en,Data science,1,3,"Field of study to extract knowledge from data – study of analyzing, processing, interpreting and extracting data.",1,https://en.wikipedia.org/wiki/Data_science
DEN1,en,Dentistry,1,3,"Medical specialty focused on oral health, diagnosis and treatment of teeth and related structures",1,https://en.wikipedia.org/wiki/Dentistry
DIA1,en,Dialectology,1,3,Scientific study of linguistic dialect,1,https://en.wikipedia.org/wiki/Dialectology
DIO1,en,Dioptrics,1,3,Science of light and lenses,1,https://en.wikipedia.org/wiki/Dioptrics
DYN1,en,Dynamics,1,3,Study of forces and their effect on motion,1,https://en.wikipedia.org/wiki/Dynamics_(mechanics)
DYS1,en,Dysgenics,1,3,Decrease in genetic traits deemed desirable and study thereof.,1,https://en.wikipedia.org/wiki/Dysgenics
ECO1,en,Ecology,1,3,Study of organisms and their environment,1,https://en.wikipedia.org/wiki/Economics
ECO0,en,Economics,0,3,"Social science – study of material wealth (production, distribution, and consumption of goods and services).",1,https://en.wikipedia.org/wiki/Economics
EDA1,en,Edaphology,1,3,Science concerned with the influence of soils on living beings,1,https://en.wikipedia.org/wiki/Edaphology
ELE1,en,Electrical Engineering,2,3,"Engineering branch dealing with electricity, electronics and electromagnetism",1,https://en.wikipedia.org/wiki/Electrochemistry
ELC1,en,Electrochemistry,1,3,Branch of chemistry – study of relations between electricity and chemicals.,1,https://en.wikipedia.org/wiki/Edaphology
END1,en,Endocrinology,1,3,Branch of medicine pertaining to the endocrine system,1,https://en.wikipedia.org/wiki/Endocrinology
ENE1,en,Energetics,1,3,study of energy under transformation – study of energy under transformation within various fields.,1,https://en.wikipedia.org/wiki/Energetics_(disambiguation)
ENS1,en,Engineering studies,1,3,Academic field – study of engineering.,1,https://en.wikipedia.org/wiki/Engineering_studies
ENT1,en,Entomology,1,3,Scientific study of insects,1,https://en.wikipedia.org/wiki/Entomology
ENZ1,en,Enzymology,1,3,Large biological molecule that acts as a catalyst – study of enzymes.,1,https://en.wikipedia.org/wiki/Enzymology
EPI1,en,Epidemiology,1,3,Study of health and disease within a population,1,https://en.wikipedia.org/wiki/Epidemiology
ETH2,en,Ethology,1,3,Scientific objective study of non-human animal behaviour – study of natural or biological character.,1,https://en.wikipedia.org/wiki/Ethology
ETY1,en,Etymology,1,3,Study of the origin and evolution of words – study of origins of words.,1,https://en.wikipedia.org/wiki/Etymology
EVB1,en,Evolutionary biology,1,3,Biological science investigating the origins and diversification of life through evolutionary processes,1,https://en.wikipedia.org/wiki/Evolutionary_biology
EXO1,en,Exobiology,1,3,Science concerned with life in the universe – study of extraterrestrial life.,1,https://en.wikipedia.org/wiki/Exobiology
FDY1,en,Fluid dynamics,1,3,Aspects of fluid mechanics involving fluid flow,1,https://en.wikipedia.org/wiki/Fluid_dynamics
FLM1,en,Fluid mechanics,1,3,"Branch of physics concerned with the mechanics of fluids (liquids, gases, and plasmas) – study of fluids behaviour at rest and in motion.",1,https://en.wikipedia.org/wiki/Fluid_mechanics
FUT1,en,Futurology,1,3,"Study of postulating possible, probable, and preferable futures",1,https://en.wikipedia.org/wiki/Futurology
GEM1,en,Gemmology,1,3,Science dealing with natural and artificial gemstone materials – study of gems and jewels,1,https://en.wikipedia.org/wiki/Gemmology
GES1,en,Gender Studies,1,3,Interdisciplinary field of study – study of gender,1,https://en.wikipedia.org/wiki/Gerontology
GEN2,en,Genesiology,1,3,study of reproduction and heredity,1,https://en.wikipedia.org/wiki/Gemmology
GOC1,en,Geochemistry,1,3,Science that applies chemistry to analyze geological systems – study of chemistry of the Earth's crust,1,https://en.wikipedia.org/wiki/Gnotobiology
GOC2,en,Geochronology,1,3,"Science of determining the age of rocks, sediments and fossils – study of measuring geological time",1,https://en.wikipedia.org/wiki/Gnotobiology
GOD1,en,Geodesy,1,3,"Earth-science field that measures and models Earth’s shape, gravity field and rotation",1,https://en.wikipedia.org/wiki/Gnotobiology
GMG1,en,Geomorphogeny,1,3,"study of the characteristics, origins, and development of land forms",1,https://en.wikipedia.org/wiki/Gerontology
GML1,en,Geomorphology,1,3,Scientific study of landforms – study of landforms and landform evolution,1,https://en.wikipedia.org/wiki/Gerontology
GOP1,en,Geophysics,1,3,Earth-science discipline applying physical principles to study Earth’s interior and dynamic processes,1,https://en.wikipedia.org/wiki/Gnotobiology
GOP2,en,Geoponics,1,3,Science of cultivating the earth – study of agriculture,1,https://en.wikipedia.org/wiki/Gnotobiology
GOT1,en,Geotechnics,1,3,Scientific study of earth materials in engineering problems – study of increasing habitability of the Earth,1,https://en.wikipedia.org/wiki/Gnotobiology
GER1,en,Gerontology,1,3,"Study of the social, psychological and biological aspects of aging",1,https://en.wikipedia.org/wiki/Gerontology
GNO1,en,Gnotobiology,1,3,Organism with fully-known microorganisms – study of life in germ-free conditions,1,https://en.wikipedia.org/wiki/Gnotobiology
GRM1,en,Graminology,1,3,Scientific study of the grasses,1,https://en.wikipedia.org/wiki/Graminology
GRP1,en,Graphology,1,3,Pseudoscientific analysis of handwriting – study of handwriting,1,https://en.wikipedia.org/wiki/Graphology
GYN1,en,Gynaecology,1,3,Medical area for women's reproductive health – study of women's physiology,1,https://en.wikipedia.org/wiki/Gynaecology
HAR1,en,Harmonics,1,3,Science of musical sounds,1,https://en.wikipedia.org/wiki/Harmonics
HLL1,en,Heliology,1,3,Scientific study of the sun,1,https://en.wikipedia.org/wiki/Hippology
HLS1,en,Helioseismology,1,3,Study of the structure and dynamics of the Sun through its oscillation,1,https://en.wikipedia.org/wiki/Hippology
HEP1,en,Hepatology,1,3,"Medical specialty – study of liver, gallbladder, biliary tree, and pancreas",1,https://en.wikipedia.org/wiki/Harmonics
HER1,en,Heraldry,1,3,"Historical study and design of coats of arms, armorial bearings and related symbolism",1,https://en.wikipedia.org/wiki/Harmonics
HER2,en,Heredity,1,3,Passing of traits to offspring from the species' parents or ancestor – study of passing of traits from parents to offspring,1,https://en.wikipedia.org/wiki/Heredity
HER3,en,Herpetology,1,3,Study of amphibians and reptiles,1,https://en.wikipedia.org/wiki/Herpetology
HIP1,en,Hippology,1,3,Study of horses,1,https://en.wikipedia.org/wiki/Hippology
HOS1,en,History of science,1,3,"Examination of the development of scientific ideas, practices and institutions through time",1,https://en.wikipedia.org/wiki/History_of_science
HOT1,en,History of technology,2,3,Investigation of technological innovation and its social impacts across history,1,https://en.wikipedia.org/wiki/Hydrology
HOR1,en,Horography,1,3,art of constructing sundials or clocks,1,https://en.wikipedia.org/wiki/Hippology
HOR2,en,Horology,1,3,Art or science of measuring time – science of time measurement,1,https://en.wikipedia.org/wiki/Hippology
HLO1,en,Hydrology,1,3,"Science of the movement, distribution, and quality of water on Earth – study of water resources",1,https://en.wikipedia.org/wiki/Hippology
HYG1,en,Hygrometry,1,3,Study of gas-vapor mixtures – science of humidity,1,https://en.wikipedia.org/wiki/Hygrometry
HYG2,en,Hygroscopy,1,3,Phenomenon of attracting and holding water molecules – study of humidity,1,https://en.wikipedia.org/wiki/Hygroscopy
ICH1,en,Ichthyology,1,3,Branch of zoology devoted to the study of fish,1,https://en.wikipedia.org/wiki/Ichthyology
ICO1,en,Iconology,1,3,Method of interpretation in cultural history – study of icons; symbols,1,https://en.wikipedia.org/wiki/Iconology
IML1,en,Immunology,1,3,Branch of medicine studying the immune system,1,https://en.wikipedia.org/wiki/Immunology
ITE1,en,Information technology (IT),1,3,Computer-based technology,1,https://en.wikipedia.org/wiki/Information_technology
KAL1,en,Kalology,1,3,study of beauty,1,https://en.wikipedia.org/wiki/Kalology
LEX1,en,Lexicology,1,3,Linguistic discipline studying words – study of words and their meanings,1,https://en.wikipedia.org/wiki/Lexicology
LIM1,en,Limacology,1,3,The study of slugs,1,https://en.wikipedia.org/wiki/Limacology
LOX1,en,Loxodromy,1,3,study of sailing along rhumb-lines,1,https://en.wikipedia.org/wiki/Limacology
MAL1,en,Malacology,1,3,Study of molluscs,1,https://en.wikipedia.org/wiki/Malacology
MAM1,en,Mammalogy,1,3,Study of mammals,1,https://en.wikipedia.org/wiki/Mammalogy
MEE1,en,Mechanical Engineering,2,3,"Engineering branch concerned with the design, analysis and manufacture of mechanical systems",1,https://en.wikipedia.org/wiki/Mechanical_engineering
MIM1,en,Medical imaging,1,3,"Use of technologies (e.g. X-ray, MRI) to visualise internal body structures for clinical diagnosis",1,https://en.wikipedia.org/wiki/Melissopalynology
MEL1,en,Melissopalynology,1,3,The study of pollen contained in honey,1,https://en.wikipedia.org/wiki/Mechanical_engineering
MLL1,en,Metallogeny,1,3,Study of the genesis and geographic distribution of mineral deposits – study of the origin and distribution of metal deposits,1,https://en.wikipedia.org/wiki/Mineralogy
MLL2,en,Metallurgy,1,3,Field of science that studies the physical and chemical behavior of metals,1,https://en.wikipedia.org/wiki/Mineralogy
MSC1,en,Metascience,1,3,Scientific study of science,1,https://en.wikipedia.org/wiki/Morphometrics
MTR1,en,Meteoritics,1,3,"Scientific study of meteors, meteorites and meteoroids",1,https://en.wikipedia.org/wiki/Museology
MTR2,en,Meteorology,1,3,Interdisciplinary scientific study of the atmosphere focusing on weather forecasting,1,https://en.wikipedia.org/wiki/Museology
MTH1,en,Methodology,1,3,Study of research methods,1,https://en.wikipedia.org/wiki/Museology
MTR3,en,Metrology,1,3,Science of measurement and its application,1,https://en.wikipedia.org/wiki/Museology
MPH2,en,Microphytology,1,3,study of very small plant life,1,https://en.wikipedia.org/wiki/Morphometrics
MIN1,en,Mineralogy,1,3,Scientific study of minerals and mineralised artifacts,1,https://en.wikipedia.org/wiki/Mineralogy
MOB1,en,Molecular biology,1,3,Branch of biology that studies biological systems at the molecular level,1,https://en.wikipedia.org/wiki/Molecular_biology
MOR2,en,Morphometrics,1,3,Quantitative study of size and shape – study of size and shape,1,https://en.wikipedia.org/wiki/Morphometrics
MSC2,en,Muscology,1,3,Branch of botany concerned with the study of bryophytes – study of mosses,1,https://en.wikipedia.org/wiki/Muscology
MSE1,en,Museology,1,3,Study of museums,1,https://en.wikipedia.org/wiki/Museology
MYC1,en,Mycology,1,3,Branch of biology concerned with the study of fungi,1,https://en.wikipedia.org/wiki/Mycology
NAN1,en,Nanotechnology,1,3,Technology with features near one nanometer,1,https://en.wikipedia.org/wiki/Nanotechnology
NAU1,en,Nautics,1,3,study and art of navigation,1,https://en.wikipedia.org/wiki/Nanotechnology
NEM1,en,Nematology,1,3,Scientific study of roundworms,1,https://en.wikipedia.org/wiki/Nematology
NRS1,en,Neuroscience,1,3,"Scientific study of the nervous system – study of development, work and structure of nervous system",1,https://en.wikipedia.org/wiki/Nosology
NOS1,en,Nosology,1,3,Branch of medicine that deals with classification of diseases,1,https://en.wikipedia.org/wiki/Nematology
NUS1,en,Nutritional Science,1,3,Science of nutrition,1,https://en.wikipedia.org/wiki/Trophology
OBS1,en,Obstetrics,1,3,Medical specialty concerning pregnancy and childbirth,1,https://en.wikipedia.org/wiki/Obstetrics
