topicID,lang,name,typeID,layer,description,version,url
OCE1,en,Oceanography,1,3,"Study of physical, chemical, and biological processes in the ocean",1,https://en.wikipedia.org/wiki/Oceanography
OEN1,en,Oenology,1,3,Study of wine and winemaking,1,https://en.wikipedia.org/wiki/Oenology
ONC1,en,Oncology,1,3,"Branch of medicine dealing with, or specializing in, cancer",1,https://en.wikipedia.org/wiki/Oncology
ONO2,en,Onomasiology,1,3,Branch of linguistics concerned with how to express a given concept – study of nomenclature,1,https://en.wikipedia.org/wiki/Onomasiology
ONT1,en,Ontology,1,3,Philosophical study of being – science of pure being; the nature of things,1,https://en.wikipedia.org/wiki/Ontology
OPH1,en,Ophthalmology,1,3,Field of medicine treating eye disorders,1,https://en.wikipedia.org/wiki/Ophthalmology
OPT2,en,Optometry,1,3,Field of medicine treating eye disorders – science of examining the eyes,1,https://en.wikipedia.org/wiki/Optometry
ORM1,en,Orbital mechanics,1,3,Field of classical mechanics concerned with the motion of spacecraft,1,https://en.wikipedia.org/wiki/Organology
ORC2,en,Orchidology,1,3,Scientific study of orchids,1,https://en.wikipedia.org/wiki/Optometry
ORG1,en,Organology (music),1,3,"Science of musical instruments and their classifications (musicology) – study of musical instruments in relation to history, culture, construction, acoustic properties and classification",1,https://en.wikipedia.org/wiki/Optometry
ORN1,en,Ornithology,1,3,Study of birds,1,https://en.wikipedia.org/wiki/Ornithology
ORO1,en,Orology,1,3,Study of mountain environments,1,https://en.wikipedia.org/wiki/Orology
OTO1,en,Otology,1,3,Branch of medicine for the ear,1,https://en.wikipedia.org/wiki/Otology
PLN1,en,Palaeontology,1,3,Study of life before the Holocene epoch,1,https://en.wikipedia.org/wiki/Public_health
PAL1,en,Palynology,1,3,Study of pollen and other acid-resistant microoscopic organic material,1,https://en.wikipedia.org/wiki/Palynology
PSI1,en,Parasitology,1,3,"Study of parasites, their hosts, and the relationship between them",1,https://en.wikipedia.org/wiki/Public_health
PAT1,en,Pathology,1,3,Study of disease,1,https://en.wikipedia.org/wiki/Palynology
PDG1,en,Pedagogy,1,3,"Science and art of teaching, learning processes and educational theory",1,https://en.wikipedia.org/wiki/Pedagogy
PED1,en,Pediatrics,1,3,study of children's diseases; pediatrics,1,https://en.wikipedia.org/wiki/Pedagogy
PED2,en,Pedology,1,3,Study of soils in their natural environment,1,https://en.wikipedia.org/wiki/Pedology
PEL1,en,Pelology,1,3,study of mud,1,https://en.wikipedia.org/wiki/Pedology
PET1,en,Petrology,1,3,"Branch of geology that studies the formation, composition, distribution and structure of rocks",1,https://en.wikipedia.org/wiki/Petrology
PHC1,en,Pharmacology,1,3,Science of drugs and medications and their effects,1,https://en.wikipedia.org/wiki/Pharology
PHA1,en,Pharology,1,3,Scientific study of lighthouses and signal lights,1,https://en.wikipedia.org/wiki/Pharology
PTB1,en,Photobiology,1,3,Scientific study of light's effect on living organisms,1,https://en.wikipedia.org/wiki/Public_health
PTN1,en,Photonics,1,3,Technical applications of optics – study of photons,1,https://en.wikipedia.org/wiki/Public_health
PYC1,en,Phycology,1,3,Branch of biology concerned with the study of algae,1,https://en.wikipedia.org/wiki/Public_health
PYS2,en,Physiology,1,3,Science regarding functions in organisms or living systems,1,https://en.wikipedia.org/wiki/Pyrography
PIS1,en,Pisteology,1,3,science or study of faith,1,https://en.wikipedia.org/wiki/Public_health
PLS1,en,Planetary science,1,3,Science of planets and planetary systems,1,https://en.wikipedia.org/wiki/Public_health
PNE1,en,Pneumatics,1,3,Use of pressurised gas in mechanical systems – study of mechanics of gases,1,https://en.wikipedia.org/wiki/Public_health
PNE2,en,Pneumonology,1,3,Study of respiratory diseases,1,https://en.wikipedia.org/wiki/Public_health
POS2,en,Political science,1,3,Scientific study of politics,1,https://en.wikipedia.org/wiki/Public_health
PRA1,en,Pragmatics,1,3,Branch of linguistics and semiotics relating context to meaning,1,https://en.wikipedia.org/wiki/Public_health
PRI1,en,Printmaking,1,3,Artistic process of creating images by transferring ink from a matrix onto another surface,1,https://en.wikipedia.org/wiki/Public_health
PRO1,en,Protistology,1,3,Scientific discipline devoted to the study of protists – study of protists,1,https://en.wikipedia.org/wiki/Public_health
PRO2,en,Proxemics,1,3,Study of human use of space and the effects that population density has on behavior,1,https://en.wikipedia.org/wiki/Public_health
PSE2,en,Pseudoptics,1,3,study of optical illusions,1,https://en.wikipedia.org/wiki/Public_health
PYG1,en,Psychogenetics,1,3,Study of genetic-environment interactions influencing behaviour – study of internal or mental states,1,https://en.wikipedia.org/wiki/Public_health
PTE1,en,Pteridology,1,3,Class of vascular plants – study of ferns,1,https://en.wikipedia.org/wiki/Public_health
PHE2,en,Public health,1,3,"Science and art of preventing disease, prolonging life and promoting health through organised societal efforts",1,https://en.wikipedia.org/wiki/Public_health
PYG2,en,Pyrography,1,3,Art or decoration made from burn marks – study of woodburning,1,https://en.wikipedia.org/wiki/Pyrography
PYT1,en,Pyrotechnics,1,3,Science of creating combustibles and explosives for entertainment – study of combustion through fire or explosions,1,https://en.wikipedia.org/wiki/Pyrotechnics
QCO1,en,Quantum computing,1,3,"Computer hardware technology that uses quantum mechanics – the exploitation of collective properties of quantum states, such as superposition and entanglement, to perform computation.",1,https://en.wikipedia.org/wiki/Quantum_computing
RAD2,en,Radiobiology,1,3,"Study of effects of radiation on living tissues – study of the scientific principles, mechanisms, and effects of the interaction of ionizing radiation with living matter",1,https://en.wikipedia.org/wiki/Radiobiology
SCA1,en,Scatology,1,3,Study of faeces – study of excrement or obscene literature,1,https://en.wikipedia.org/wiki/Scatology
SCI1,en,Sciagraphy,1,3,Study of perspective shadow projection – art of shading,1,https://en.wikipedia.org/wiki/Sciagraphy
SCO1,en,Science communication,1,3,Study and practice of conveying scientific knowledge to non-expert audiences,1,https://en.wikipedia.org/wiki/Science_communication
SED1,en,Sedimentology,1,3,Study of natural sediments and their formation processes,1,https://en.wikipedia.org/wiki/Sedimentology
SEI1,en,Seismology,1,3,Scientific study of earthquakes and propagation of elastic waves through a planet,1,https://en.wikipedia.org/wiki/Sociolinguistics
SEM2,en,Semasiology,1,3,Branch of linguistics about what words mean,1,https://en.wikipedia.org/wiki/Sociolinguistics
SEX1,en,Sexology,1,3,Scientific study of human sexuality,1,https://en.wikipedia.org/wiki/Sociolinguistics
SOS2,en,Social science,1,3,Collective term for disciplines that study society and human relationships,1,https://en.wikipedia.org/wiki/Solid_mechanics
SCB1,en,Sociobiology,1,3,Subdiscipline of biology regarding social behavior – study of biological basis of human behaviour,1,https://en.wikipedia.org/wiki/Scatology
SCL2,en,Sociolinguistics,1,3,Study of how society affects language,1,https://en.wikipedia.org/wiki/Sciagraphy
SOM1,en,Solid mechanics,1,3,Branch of mechanics concerned with solid materials and their behaviors,1,https://en.wikipedia.org/wiki/Solid_mechanics
SPL1,en,Speleology,1,3,Science of cave and karst systems,1,https://en.wikipedia.org/wiki/Speleology
SPR2,en,Spermology,1,3,Embryonic plant enclosed in a protective outer covering – study of seeds,1,https://en.wikipedia.org/wiki/Stellar_astronomy
SAS1,en,Stellar astronomy,1,3,Study of stars and stellar evolution,1,https://en.wikipedia.org/wiki/Radiobiology
STE2,en,Stemmatics,1,3,Identification of textual variants – study of relationships between text,1,https://en.wikipedia.org/wiki/Splanchnology
STR1,en,Stratigraphy,1,3,Study of rock layers and their formation,1,https://en.wikipedia.org/wiki/Stomatology
STY1,en,Stylometry,1,3,Study of writing style – studying literature by means of statistical analysis,1,https://en.wikipedia.org/wiki/Stomatology
SUC1,en,Supramolecular chemistry,1,3,Branch of chemistry – study of the chemistry of assembled molecular sub-units,1,https://en.wikipedia.org/wiki/Stomatology
SUR1,en,Surgery,1,3,Medical specialty using operative techniques to treat disease or injury,1,https://en.wikipedia.org/wiki/Somatology
SYB1,en,Synthetic biology,1,3,"Engineering-oriented branch of biology that designs and builds new biological parts, devices and systems",1,https://en.wikipedia.org/wiki/Somatology
SYE1,en,Systems engineering,2,3,"Interdisciplinary approach for designing, integrating and managing complex systems over their life cycles",1,https://en.wikipedia.org/wiki/Somatology
SYS1,en,Systems science,1,3,Study of the nature of systems – study of systems,1,https://en.wikipedia.org/wiki/Symbology
TEC2,en,Tectonics,1,3,Process of evolution of the Earth's crust,1,https://en.wikipedia.org/wiki/Symbology
TER1,en,Teratology,1,3,Study of developmental anomalies,1,https://en.wikipedia.org/wiki/Terrestrial_ecology
TEX1,en,Textology,1,3,Identification of textual variants – study of the production of texts,1,https://en.wikipedia.org/wiki/Teuthology
THA1,en,Thanatology,1,3,Scientific study of death and its aspects,1,https://en.wikipedia.org/wiki/Teuthology
THA2,en,Thaumatology,1,3,The study of miracles – study of miracles,1,https://en.wikipedia.org/wiki/Teuthology
THS1,en,Therapy studies,1,3,"Applied health field investigating therapeutic methods for prevention, rehabilitation and cure",1,https://en.wikipedia.org/wiki/Teuthology
TEK1,en,Thermokinematics,1,3,study of motion of heat,1,https://en.wikipedia.org/wiki/Terrestrial_ecology
TEL2,en,Thermology,1,3,thermography used for medical diagnosis – study of heat,1,https://en.wikipedia.org/wiki/Terrestrial_ecology
TPG1,en,Topography,1,3,Study of the forms of land surfaces,1,https://en.wikipedia.org/wiki/Tonetics
TOX1,en,Toxicology,1,3,Study of substances harmful to living organisms,1,https://en.wikipedia.org/wiki/Tonetics
URA1,en,Uranology,1,3,Science of the heavens (historical),1,https://en.wikipedia.org/wiki/Typology
UPL1,en,Urban planning,1,3,"Discipline that organises and regulates land use, infrastructure and development in urban areas",1,https://en.wikipedia.org/wiki/Typology
URO1,en,Urogynaecology,1,3,Sub-specialty of urology and gynaecology,1,https://en.wikipedia.org/wiki/Typology
VME1,en,Veterinary medicine,1,3,Branch of medicine for non-human animals,1,https://en.wikipedia.org/wiki/Typology
VIR1,en,Virology,1,3,Study of viruses,1,https://en.wikipedia.org/wiki/Typology
VIT1,en,Vitrics,1,3,"study, art and technology of glassy materials; glassware",1,https://en.wikipedia.org/wiki/Typology
VOL1,en,Volcanology,1,3,Study of volcanoes,1,https://en.wikipedia.org/wiki/Typology
XYL1,en,Xylology,1,3,Science of wood,1,https://en.wikipedia.org/wiki/Webology
ZCH1,en,Zoochemistry,1,3,study of chemistry of animals,1,https://en.wikipedia.org/wiki/Webology
ZGE1,en,Zoogeography,1,3,Science of the geographic distribution of animal species,1,https://en.wikipedia.org/wiki/Webology
ZPH1,en,Zoophysics,1,3,Study of physics relating to structure and function of animal organs and bodies.,1,https://en.wikipedia.org/wiki/Webology
ZPH2,en,Zoophytology,1,3,study of plant-like animals,1,https://en.wikipedia.org/wiki/Webology
ZTA1,en,Zootaxy,1,3,Scientific classification of animals.,1,https://en.wikipedia.org/wiki/Zoosemiotics
ZYM1,en,Zymology,1,3,Study of fermentation and its uses,1,https://en.wikipedia.org/wiki/Zoosemiotics
ZYM2,en,Zymurgy,1,3,Applied chemistry of fermentation processes,1,https://en.wikipedia.org/wiki/Zoosemiotics
ZYT1,en,Zythology,1,3,Study of beer and beer-brewing.,1,https://en.wikipedia.org/wiki/Zoosemiotics
ACA3,en,Acarology,1,4,Study of mites and ticks,1,
ACE1,en,Aceology,1,4,"Systematic study of therapeutic remedies (also called iamatology), covering principles, efficacy and modes of treatment",1,
AED2,en,Aerodonetics,1,4,Science or study of gliding flight.,1,https://en.wikipedia.org/wiki/Aerodynamics
AEN1,en,Aeronautics,1,4,"Science involved with the study, design, and manufacturing of airflight-capable machines",1,https://en.wikipedia.org/wiki/Aerodynamics
AGC1,en,Agricultural chemistry,1,4,Agricultural sub-discipline of applied chemistry – study of influence in chemical processes in plants.,1,https://en.wikipedia.org/wiki/Aesthetics
AGE1,en,Agroecology,1,4,Study of ecological processes in agriculture,1,https://en.wikipedia.org/wiki/Aesthetics
AGN3,en,Agronomics,1,4,"Branch of economics about distribution, management, and productivity of land.",1,https://en.wikipedia.org/wiki/Agnoiology
ALG2,en,Algedonics,1,4,"Psychophysiological study of pleasure and pain, including the neural circuits and subjective experiences that underlie both",1,https://en.wikipedia.org/wiki/Algebra
ALL1,en,Allergology,1,4,Study of the causes and treatment of allergies - study of causes and treatment of allergies,1,https://en.wikipedia.org/wiki/Algebra
ANA2,en,Anaesthesiology,1,4,Medical specialty concerned with anesthesia and perioperative care,1,https://en.wikipedia.org/wiki/Algebra
AND2,en,Andragogy,1,4,Methods and principles in adult education,1,https://en.wikipedia.org/wiki/Algebra
ANE1,en,Anemology,1,4,Study of winds – study of wind.,1,https://en.wikipedia.org/wiki/Algebra
ANT1,en,Anthropology,1,4,"Scientific study of humans, human behavior, and societies – study of human cultures.",1,https://en.wikipedia.org/wiki/Algebra
AEC1,en,Aquatic ecology,1,4,The study of interactions between organisms and the environment in water,1,https://en.wikipedia.org/wiki/Actinobiology
ARO1,en,Archology,1,4,study of the nature of government – science of the origins of government.,1,https://en.wikipedia.org/wiki/Art_history
ARE2,en,Areology,1,4,"Scientific study of the surface, crust, and interior of the planet Mars",1,https://en.wikipedia.org/wiki/Art_history
ARO2,en,Aromachology,1,4,Study of the influence of odors on human behavior,1,https://en.wikipedia.org/wiki/Art_history
AST3,en,Astheniology,1,4,Physical symptom – study of diseases of weakening and aging.,1,https://en.wikipedia.org/wiki/Astronomy
ASB2,en,Astrobotany,1,4,Study of plants grown in spacecraft,1,https://en.wikipedia.org/wiki/Art_history
ASN2,en,Astronautics,1,4,Theory and practice of navigation beyond the Earth's atmosphere,1,https://en.wikipedia.org/wiki/Astronomy
AUT3,en,Autecology,1,4,Study of interactions of individual organisms with the environment,1,https://en.wikipedia.org/wiki/Automata_theory
BAL1,en,Ballistics,1,4,Science of the motion of projectiles,1,https://en.wikipedia.org/wiki/Automata_theory
BAL2,en,Balneology,1,4,Method of treating diseases by bathing – science of the therapeutic use of baths.,1,https://en.wikipedia.org/wiki/Automata_theory
BAR2,en,Barodynamics,1,4,science of the support and mechanics of heavy structures,1,https://en.wikipedia.org/wiki/Automata_theory
BAT2,en,Bathymetry,1,4,Study of underwater depth of lake or ocean floors,1,https://en.wikipedia.org/wiki/Automata_theory
BAT3,en,Batrachology,1,4,Branch of herpetology that studies amphibians,1,https://en.wikipedia.org/wiki/Automata_theory
BNR1,en,Behavioral neuroscience,1,4,Study of biological and neural mechanisma in behaviour,1,https://en.wikipedia.org/wiki/Automata_theory
BOE1,en,Bioecology,1,4,Study of interrelations of plants and animals with their environment,1,https://en.wikipedia.org/wiki/Biochemistry
BOM2,en,Biomechanics,1,4,Study of the mechanics of biological systems,1,https://en.wikipedia.org/wiki/Biochemistry
BON1,en,Bionomics (economics),1,4,"Less commonly, the application of biological analogies to economic systems—state which sense is intended",1,https://en.wikipedia.org/wiki/Biochemistry
BOP2,en,Biopsychology,1,4,Study of biological and neural mechanisma in behaviour – application of the science of biology to the study of psychology.,1,https://en.wikipedia.org/wiki/Biophysics
BOT2,en,Biotribology,1,4,"Study of friction, wear and lubrication in biological systems – study of friction, wear and lubrication of biological systems.",1,https://en.wikipedia.org/wiki/Botany
BRY1,en,Bryology,1,4,Branch of botany concerned with the study of bryophytes – study of mosses and liverworts.,1,https://en.wikipedia.org/wiki/Botany
BUS1,en,Business studies,1,4,"Applied social-science field analysing how organisations create value, manage resources and interact with markets",1,https://en.wikipedia.org/wiki/Botany
CAL2,en,Caliology,1,4,Place where a bird broods its eggs – study of bird's nests.,1,https://en.wikipedia.org/wiki/Botany
CAM1,en,Cambistry,1,4,science of international exchange.,1,https://en.wikipedia.org/wiki/Botany
CAM2,en,Campanology,1,4,Scientific and musical study of bells,1,https://en.wikipedia.org/wiki/Botany
CRL1,en,Cardiology,1,4,Branch of medicine dealing with the heart,1,https://en.wikipedia.org/wiki/Criminology
CAT2,en,Catallactics,1,4,Theory about the free market system in economies – science of commercial exchange.,1,https://en.wikipedia.org/wiki/Botany
CAT3,en,Catechectics,1,4,art of teaching by question and answer.,1,https://en.wikipedia.org/wiki/Botany
CET1,en,Cetology,1,4,"The study of whales, dolphins, porpoises, and other cetaceans – study of whales and dolphins.",1,https://en.wikipedia.org/wiki/Botany
CHI2,en,Chiropody,1,4,Medicine branch focusing on the human lower extremities,1,https://en.wikipedia.org/wiki/Chaology
CHO2,en,Chorology (biogeography),1,4,Study of the spatial distribution patterns of organisms and the environmental factors shaping those patterns – an early synonym of biogeography,1,https://en.wikipedia.org/wiki/Chaology
CHR3,en,Chrematistics,1,4,Economics theory studying money – study of wealth; political economy.,1,https://en.wikipedia.org/wiki/Colorimetry
CRB1,en,Chronobiology,1,4,Study of rhythms in biological processes of living organisms – study of biological rhythms.,1,https://en.wikipedia.org/wiki/Coprology
CIV1,en,Civics,1,4,study of the civil and political rights and obligations of citizens in a society.,1,https://en.wikipedia.org/wiki/Civil_engineering
CLI3,en,Clinology,1,4,study of aging or individual decline after maturity.,1,https://en.wikipedia.org/wiki/Climatology
CGS1,en,Cognitive science,1,4,Interdisciplinary scientific study of cognitive processes,1,https://en.wikipedia.org/wiki/Botany
COL1,en,Coleopterology,1,4,Branch of entomology studying beetles,1,https://en.wikipedia.org/wiki/Codicology
COM1,en,Cometology,1,4,study of comets.,1,https://en.wikipedia.org/wiki/Codicology
CON2,en,Conchology,1,4,Study of mollusc shells,1,https://en.wikipedia.org/wiki/Codicology
CON3,en,Connectomics,1,4,Study of mapping wiring diagrams,1,https://en.wikipedia.org/wiki/Codicology
COM2,en,Contact mechanics,1,4,Study of the deformation of solids that touch each other,1,https://en.wikipedia.org/wiki/Codicology
CTE1,en,Ctetology,1,4,study of the inheritance of acquired characteristics.,1,https://en.wikipedia.org/wiki/Cryptography
CUS2,en,Curriculum studies,7,4,concentration in the different types of curriculum and instruction concerned with understanding curricula as an active force influenced by human educational experiences.,1,https://en.wikipedia.org/wiki/Cryptography
CYB1,en,Cybernetics,1,4,Transdisciplinary field concerned with regulatory and purposive systems,1,https://en.wikipedia.org/wiki/Cryptography
CYC1,en,Cyclonology,1,4,"study of tropical cyclones, e.g. hurricanes.",1,https://en.wikipedia.org/wiki/Cryptography
DAC1,en,Dactyliology,1,4,study of finger rings.,1,https://en.wikipedia.org/wiki/Cytology
DAC2,en,Dactylography,1,4,Scientific study of fingerprints,1,https://en.wikipedia.org/wiki/Cytology
DAC3,en,Dactylology,1,4,Form of communication using one or both hands – study of sign language.,1,https://en.wikipedia.org/wiki/Cytology
DEM1,en,Demography,1,4,"Science that deals with populations and their structures, statistically and theoretically",1,https://en.wikipedia.org/wiki/Data_science
DEN2,en,Dendrochronology,1,4,Method of dating based on the analysis of patterns of tree rings,1,https://en.wikipedia.org/wiki/Dentistry
DEN3,en,Dendrology,1,4,Science and study of woody plants,1,https://en.wikipedia.org/wiki/Dentistry
DER1,en,Dermatoglyphics,1,4,Scientific study of finger- and toeprints,1,https://en.wikipedia.org/wiki/Dentistry
DER2,en,Dermatology,1,4,"Field of medicine dealing with the hair, nails, skin, and its diseases",1,https://en.wikipedia.org/wiki/Dentistry
DES1,en,Desmology,1,4,Study of ligaments,1,https://en.wikipedia.org/wiki/Dentistry
DMT1,en,Didactic method,7,4,"theory of teaching, and in a wider sense, a theory and practical application of teaching and learning. In demarcation from ""mathetics"" (the science of learning), didactics refers only to the science of teaching.",1,https://en.wikipedia.org/wiki/Dioptrics
DIE1,en,Dietetics,1,4,Study of diet and nutrition in relation to health and disease,1,https://en.wikipedia.org/wiki/Dialectology
DIP1,en,Diplomatics,1,4,Academic study of the protocols of documents – science of deciphering ancient writings and texts.,1,https://en.wikipedia.org/wiki/Dioptrics
DOS1,en,Dosiology,1,4,study of dosage of drugs.,1,https://en.wikipedia.org/wiki/Dioptrics
ECC1,en,Eccrinology,1,4,Sweat gland distributed almost all over the human body – study of excretion.,1,https://en.wikipedia.org/wiki/Dysgenics
EKI1,en,Ekistics,1,4,Science of human settlements,1,https://en.wikipedia.org/wiki/Edaphology
ELD1,en,Electrodynamics,1,4,"Fundamental interaction between charged particles – study of the effects arising from the interactions of electric currents with magnets, with other currents, or with themselves.",1,https://en.wikipedia.org/wiki/Edaphology
ELH1,en,Electrohydrodynamics,1,4,Study of electrically conducting fluids in the presence of electric fields – the study of dynamics of electrically charged fluids.,1,https://en.wikipedia.org/wiki/Electrochemistry
ELM1,en,Electromagnetism,1,4,Fundamental interaction between charged particles – study of electromagnetic force.,1,https://en.wikipedia.org/wiki/Electrochemistry
ELS1,en,Electrostatics,1,4,Study of stationary or slow-moving electric charges – study of static electricity.,1,https://en.wikipedia.org/wiki/Electrochemistry
EMM1,en,Emmenology,1,4,study of menstruation.,1,https://en.wikipedia.org/wiki/Electrochemistry
END2,en,Endemiology,1,4,study of local diseases.,1,https://en.wikipedia.org/wiki/Endocrinology
ENT2,en,Entozoology,1,4,study of parasites that live inside larger organisms.,1,https://en.wikipedia.org/wiki/Entomology
ENS2,en,Environmental science,1,4,"study of the environment, and the solution of environmental problems.",1,https://en.wikipedia.org/wiki/Engineering_studies
EPH1,en,Ephebiatrics,1,4,Medical subspecialty for adolescents – branch of medicine dealing with adolescence.,1,https://en.wikipedia.org/wiki/Enzymology
ERE1,en,Eremology,1,4,study of deserts.,1,https://en.wikipedia.org/wiki/Epidemiology
ESC1,en,Escapology,1,4,Practice of escaping from restraints – study of freeing oneself from constraints.,1,https://en.wikipedia.org/wiki/Epidemiology
ETH3,en,Ethonomics,1,4,"Personal value, basis for ethical action – study of economic and ethical principles of a society.",1,https://en.wikipedia.org/wiki/Ethology
ETI1,en,Etiology,1,4,"Study of causation, or origination",1,https://en.wikipedia.org/wiki/Ethology
EUT1,en,Euthenics,1,4,Study of improving living conditions to increase well-being – science concerned with improving living conditions.,1,https://en.wikipedia.org/wiki/Etymology
EXO2,en,Exoplanetology,1,4,study of exoplanets.,1,https://en.wikipedia.org/wiki/Exobiology
FEL1,en,Felinology,1,4,Study of cats – study of felines.,1,https://en.wikipedia.org/wiki/Fluid_dynamics
FLU1,en,Fluviology,1,4,study of watercourses.,1,https://en.wikipedia.org/wiki/Fluid_mechanics
FOR1,en,Forestry,1,4,"Science and craft of managing woodlands – study of the creation, management, use, conservation, and repair of forests and associated resources.",1,https://en.wikipedia.org/wiki/Fluid_mechanics
FRM1,en,Fracture mechanics,1,4,Study of propagation of cracks in materials,1,https://en.wikipedia.org/wiki/Fluid_mechanics
GAS1,en,Gastroenterology,1,4,Branch of medicine focused on the digestive system and its disorders,1,https://en.wikipedia.org/wiki/Futurology
GER2,en,Gerocomy,1,4,study of old age,1,https://en.wikipedia.org/wiki/Gerontology
GLA1,en,Glaciology,1,4,Scientific study of ice and natural phenomena involving ice,1,https://en.wikipedia.org/wiki/Gerontology
GNO2,en,Gnomonics,1,4,science that studies sundials – the art of measuring time using sundials,1,https://en.wikipedia.org/wiki/Gnotobiology
GRP2,en,Graphemics,1,4,Study of graphemes and writing systems – study of systems of representing speech in writing,1,https://en.wikipedia.org/wiki/Graphology
GRO1,en,Gromatics,1,4,Ancient Roman land surveyors – science of surveying,1,https://en.wikipedia.org/wiki/Graminology
GYR1,en,Gyrostatics,1,4,study of rotating bodies,1,https://en.wikipedia.org/wiki/Gynaecology
HAE1,en,Haemataulics,1,4,study of movement of blood through blood vessels,1,https://en.wikipedia.org/wiki/Gynaecology
HAL1,en,Halieutics,1,4,study of fishing,1,https://en.wikipedia.org/wiki/Gynaecology
HEL1,en,Helminthology,1,4,Study of parasitic worms (helminths),1,https://en.wikipedia.org/wiki/Harmonics
HEM1,en,Hematology,1,4,Study of blood and blood diseases,1,https://en.wikipedia.org/wiki/Harmonics
HEM2,en,Hemodynamics,1,4,Dynamics of blood flow – study of the dynamics behind blood circulation,1,https://en.wikipedia.org/wiki/Harmonics
HRO1,en,Hermeology,1,4,study of Mercury,1,https://en.wikipedia.org/wiki/Hydrology
HIP2,en,Hippiatrics,1,4,study of diseases of horses,1,https://en.wikipedia.org/wiki/Hippology
HSL1,en,Histology,1,4,Study of the microscopic anatomy of cells and tissues of plants and animals,1,https://en.wikipedia.org/wiki/Hydrology
HEC1,en,Home economics,1,4,Study of household management,1,https://en.wikipedia.org/wiki/Harmonics
HOR3,en,Horticulture,1,4,Small-scale cultivation of plants – study of gardening,1,https://en.wikipedia.org/wiki/Hippology
HYD1,en,Hydraulics,1,4,"Applied engineering involving liquids – study of application of engineering, chemistry and other fields of science involving the use of liquids",1,https://en.wikipedia.org/wiki/Hydrology
HBI1,en,Hydrobiology,1,4,Science of life and life processes in water – study of aquatic organisms,1,https://en.wikipedia.org/wiki/Harmonics
HDY1,en,Hydrodynamics,1,4,Study of liquids in motion,1,https://en.wikipedia.org/wiki/Harmonics
HGE1,en,Hydrogeology,1,4,Study of the distribution and movement of groundwater,1,https://en.wikipedia.org/wiki/Herpetology
HGR1,en,Hydrography,1,4,Measurement of bodies of water,1,https://en.wikipedia.org/wiki/Herpetology
HKI1,en,Hydrokinetics,1,4,study of motion of fluids,1,https://en.wikipedia.org/wiki/Hippology
HME1,en,Hydrometeorology,1,4,Branch of meteorology and hydrology – study of atmospheric moisture,1,https://en.wikipedia.org/wiki/Hippology
HST1,en,Hydrostatics,1,4,Branch of fluid mechanics that studies fluids at rest,1,https://en.wikipedia.org/wiki/Hydrology
HYE1,en,Hyetology,1,4,science of rainfall,1,https://en.wikipedia.org/wiki/Hydrology
HYG3,en,Hygienics,1,4,Practices performed to preserve health – study of sanitation; health,1,https://en.wikipedia.org/wiki/Hygroscopy
HYP1,en,Hypnology,1,4,Study of sleep and hypnotic phenomena – study of sleep; study of hypnosis.,1,https://en.wikipedia.org/wiki/Hygroscopy
HYP2,en,Hypsography,1,4,Measurement of the elevation and depth of features on Earth's surface relative to mean sea level. – science of measuring heights,1,https://en.wikipedia.org/wiki/Hygroscopy
ICH2,en,Ichnography,1,4,Architectural diagram showing interior layout of a building – art of drawing ground plans; a ground plan,1,https://en.wikipedia.org/wiki/Ichthyology
ICH3,en,Ichnology,1,4,Study of trace fossils,1,https://en.wikipedia.org/wiki/Ichthyology
IDE2,en,Ideology,1,4,Set of beliefs or values – science of ideas; system of ideas used to justify behaviour,1,https://en.wikipedia.org/wiki/Iconology
IMC1,en,Immunochemistry,1,4,Study of the chemistry of the immune system.,1,https://en.wikipedia.org/wiki/Iconology
IMG1,en,Immunogenetics,1,4,Branch of medical genetics that studies genetic interactions related to the immune system – study of genetic characteristics of immunity,1,https://en.wikipedia.org/wiki/Iconology
IMP1,en,Immunopathology,1,4,Branch of medicine that deals with immune responses associated with disease,1,https://en.wikipedia.org/wiki/Immunology
IRE1,en,International relations,1,4,"Social-science field analysing political, economic and legal interactions among states and other actors",1,https://en.wikipedia.org/wiki/Immunology
KAR1,en,Karstology,1,4,Scientific study of the various aspects of karst regions,1,https://en.wikipedia.org/wiki/Kalology
KAR2,en,Karyology,1,4,Photographic display of total chromosome complement in a cell – study of cell nuclei,1,https://en.wikipedia.org/wiki/Kalology
KYM1,en,Kymatology,1,4,"Branch of physics concerned with the mechanics of fluids (liquids, gases, and plasmas) – study of wave motion",1,https://en.wikipedia.org/wiki/Kalology
LAR1,en,Laryngology,1,4,Medical specialty that deals with the larynx,1,https://en.wikipedia.org/wiki/Kalology
LEP1,en,Lepidopterology,1,4,Branch of entomology that studies moths and butterflies,1,https://en.wikipedia.org/wiki/Kalology
LEP2,en,Leprology,1,4,The study of leprosy and its treatment,1,https://en.wikipedia.org/wiki/Kalology
LIC1,en,Lichenology,1,4,Branch of mycology that studies lichens,1,https://en.wikipedia.org/wiki/Lexicology
LML1,en,Limnology,1,4,Science of inland aquatic ecosystems,1,https://en.wikipedia.org/wiki/Limacology
LOI1,en,Loimology,1,4,study of plagues and epidemics,1,https://en.wikipedia.org/wiki/Limacology
MAC1,en,Macroeconomics,1,4,"Study of an economy as a whole – branch of economics dealing with the performance, structure, behavior, and decision-making of the whole economy",1,https://en.wikipedia.org/wiki/Limacology
